x0_1.0,x0_2.0,x0_10.0,x0_15.0,x0_17.0,x0_19.0,x0_20.0,x0_22.0,x0_23.0,x0_24.0,x0_25.0,x0_26.0,x0_27.0,x0_28.0,x0_29.0,x0_43.0,x1_0.0,x1_1.0,x2_0.0,x2_1.0,x3_0.0,x3_1.0,views,likes,dislikes,view_log,like_rate,dislike_rate,interaction_rate,total_trending_days
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.268100878940935,-0.26039328091248853,-0.09194971134983146,-0.9859694440599596,1.1285677593101486,0.03838609884147054,1.2090530915148847,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.2158209859707849,-0.22618388133426665,-0.0285468194971634,-0.0005580321343500307,-0.02224691737532473,0.7188611183007622,-0.03607066229340386,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.20938912399447462,-0.18831729473840916,-0.045272927554943186,0.05245693427260168,-0.0022478688014192093,0.34692545916922135,-0.09592107295406914,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.10234995603234621,-0.22861856719085905,-0.06965865519058474,0.5591702084282546,-0.8129962067174404,-0.23603983291872047,-0.8156589097801581,
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.27111095012281067,-0.28371880939450295,-0.0953887242215245,-1.178329700027935,-0.7149297499765767,-0.3172027907930104,-0.7903524250954179,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.17566833880213528,-0.2029563592744456,-0.08019454007931706,0.26786686171926155,0.008691612255016133,-0.22000138624793678,-0.2271070656348473,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.27422384498501584,-0.28628245106977074,-0.0949510316742181,-1.4939792410678145,-0.7056889606044591,0.35367985278000674,-0.6740619352377378,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.2508194191249038,-0.2748982313971025,-0.08085107890027664,-0.44563783991006933,-0.8096839956782134,0.14369212553480984,-0.7192318374710915,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.27765427523468467,-0.28689112253391885,-0.09598273553572602,-2.6193938184915004,-1.0078899703074455,-0.4016718205878203,-1.1057193503179448,
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.1816444341072332,-0.24068367358613363,-0.07910030871105109,0.23543401397498034,-0.22253338598837447,-0.0541134162383558,-0.10155306355968322,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.23886283797188398,-0.24118918039534137,-0.08851069847813842,-0.2497137457301607,-0.22331335340281705,-0.21215544558605792,-0.3693334377100424,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.151883068759646,-0.04140050963784885,-0.07734953852182555,0.3805294124526593,0.42995797707384115,-0.2563479434924811,0.19667129463010669,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.26361558537020036,-0.28302244797365556,-0.05058776562937788,-0.7866368476299244,-0.9432739448235881,2.67571546926896,-0.17839823514891917,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.261700458916461,-0.24856029499082977,-0.09373174529243603,-0.7197892697680761,0.7545354045706609,-0.26590354928912885,0.8354636645699525,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.19358090374151085,-0.19174236128242897,-0.06303073947423088,0.16416274059301145,0.08670659950819638,0.007160481957748163,0.0009287614403480828,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.20908838375294422,1.4548893291515737,-0.03833237430479905,1.109413356889591,2.2095064632061723,-0.2792082147025956,2.3242164451900824,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.27449549211844815,-0.2822590295270969,-0.092574986417412,-1.5327690749024458,-0.09689887719340234,0.5187663803592636,0.30655326789654774,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.17764464959458312,-0.1006686039010831,-0.08919850105247702,0.25735542490331575,0.3020593311762119,-0.3351967737760903,0.1725486345809179,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3618086004511874,0.6379077937479102,-0.03251731617629991,1.256578875967675,0.1619345821431569,-0.2800716737213028,-0.08163435340881736,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.2718723552267378,-0.2865609956381097,-0.09585768052220991,-1.2402014742825431,-1.1049273382447815,-0.38202815604439155,-1.1646506040497284,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.21532839539201654,-0.282284820690832,-0.09144949129576702,0.0036914903425420585,-1.0662770074369325,-0.3092201988818308,-1.0869089115625374,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.2427942149947281,-0.24600696978105596,-0.0865723457686387,-0.306636288483548,0.09121010599211336,-0.1244946118878778,0.17891603286887497,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.26439965134031584,-0.2843016896949159,-0.08319586040370372,-0.8165874448616025,-0.9563158820367645,0.5310074211116496,-0.5031412819547316,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.22443834686054379,-0.19321245761532901,0.000747317418985503,-0.08088366388348442,1.0013099853711083,1.6880349596306152,1.406311578592902,
